GeneID	Symbol	Description	log2(fold change)(Control vs Ulcerative Colitis)	-log10(Pvalue)(Control vs Ulcerative Colitis)
1209	CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking	0.217	1.341
5971	RELB	RELB proto-oncogene, NF-kB subunit	-0.476	1.327
162979	ZNF296	zinc finger protein 296	0.694	2.363
79760	GEMIN7	gem nuclear organelle associated protein 7	0.451	2.449
284352	PPP1R37	protein phosphatase 1 regulatory subunit 37	0.521	3.755
79090	TRAPPC6A	trafficking protein particle complex subunit 6A	1.149	7.156
90332	EXOC3L2	exocyst complex component 3 like 2	-0.868	3.835
57787	MARK4	microtubule affinity regulating kinase 4	-0.323	2.763
2068	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	0.283	1.719
107985314	LOC107985314	uncharacterized LOC107985314	0.626	1.37
7408	VASP	vasodilator stimulated phosphoprotein	0.295	1.659
107985315	LOC107985315	uncharacterized LOC107985315	0.497	2.19
80207	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3	0.285	2.832
2828	GPR4	G protein-coupled receptor 4	-2.159	13.617
24139	EML2	EMAP like 2	0.393	2.776
100287177	EML2-AS1	EML2 antisense RNA 1	-0.841	4.235
2696	GIPR	gastric inhibitory polypeptide receptor	0.576	2.364
6633	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	0.405	1.43
23403	FBXO46	F-box protein 46	0.283	2.1
1762	DMWD	DM1 locus, WD repeat containing	-0.432	3.547
8189	SYMPK	symplekin scaffold protein	0.459	2.777
3171	FOXA3	forkhead box A3	1.183	3.527
26145	IRF2BP1	interferon regulatory factor 2 binding protein 1	0.507	3.65
4858	NOVA2	NOVA alternative splicing regulator 2	-1.228	5.426
729440	CCDC61	coiled-coil domain containing 61	0.715	4.203
8993	PGLYRP1	peptidoglycan recognition protein 1	-1.83	6.834
147920	IGFL2	IGF like family member 2	0.501	1.477
105372426	LOC105372426	uncharacterized LOC105372426	0.462	2.653
107987269	LOC107987269	uncharacterized LOC107987269	-0.664	4.758
1175	AP2S1	adaptor related protein complex 2 subunit sigma 1	0.5	1.629
2909	ARHGAP35	Rho GTPase activating protein 35	0.253	1.995
27113	BBC3	BCL2 binding component 3	0.47	1.479
100422899	MIR3190	microRNA 3190	0.66	1.819
100422832	MIR3191	microRNA 3191	0.659	1.804
255783	INAFM1	InaF motif containing 1	0.63	2.156
105372427	LOC105372427		0.735	4.161
728	C5AR1	complement C5a receptor 1	-1.457	6.162
8775	NAPA	NSF attachment protein alpha	0.286	1.452
30846	EHD2	EH domain containing 2	-1.138	5.237
29997	NOP53	NOP53 ribosome biogenesis factor	0.578	2.899
106144593	NOP53-AS1	NOP53 antisense RNA 1	0.548	1.775
6415	SELENOW	selenoprotein W	0.601	3.018
8605	PLA2G4C	phospholipase A2 group IVC	-0.558	1.507
3978	LIG1	DNA ligase 1	0.284	1.697
374920	ZSWIM9	zinc finger SWIM-type containing 9	0.489	5.417
22900	CARD8	caspase recruitment domain family member 8	-0.846	4.981
100505812	CARD8-AS1	CARD8 antisense RNA 1	-0.824	4.821
2014	EMP3	epithelial membrane protein 3	-0.73	2.92
55260	TMEM143	transmembrane protein 143	0.392	3.673
6820	SULT2B1	sulfotransferase family 2B member 1	0.639	1.41
54854	FAM83E	family with sequence similarity 83 member E	1.014	2.557
171169	SPACA4	sperm acrosome associated 4	1.036	2.824
6141	RPL18	ribosomal protein L18	0.619	2.699
56848	SPHK2	sphingosine kinase 2	0.664	4.472
1628	DBP	D-box binding PAR bZIP transcription factor	0.585	2.848
653677	SEC1P	secretory blood group 1, pseudogene	0.361	1.561
54922	RASIP1	Ras interacting protein 1	-1.031	4.213
284359	IZUMO1	izumo sperm-oocyte fusion 1	-1.409	5.544
2523	FUT1	fucosyltransferase 1 (H blood group)	-0.728	2.07
587	BCAT2	branched chain amino acid transaminase 2	1.148	6.601
105372432	LOC105372432	uncharacterized LOC105372432	0.669	6.431
51171	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	-0.504	1.686
57664	PLEKHA4	pleckstrin homology domain containing A4	-0.655	2.541
581	BAX	BCL2 associated X, apoptosis regulator	0.431	1.832
10856	RUVBL2	RuvB like AAA ATPase 2	0.417	1.783
64130	LIN7B	lin-7 homolog B, crumbs cell polarity complex component	0.666	3.114
55150	C19orf73	chromosome 19 open reading frame 73	0.608	2.155
8541	PPFIA3	PTPRF interacting protein alpha 3	0.823	3.773
54795	TRPM4	transient receptor potential cation channel subfamily M member 4	1.182	5.046
8463	TEAD2	TEA domain transcription factor 2	-0.695	9.471
27120	DKKL1	dickkopf like acrosomal protein 1	-0.641	2.601
57030	SLC17A7	solute carrier family 17 member 7	0.731	2.123
55011	PIH1D1	PIH1 domain containing 1	0.326	1.348
23521	RPL13A	ribosomal protein L13a	0.521	2.546
26819	SNORD32A	small nucleolar RNA, C/D box 32A	-0.303	1.364
26818	SNORD33	small nucleolar RNA, C/D box 33	-0.391	1.552
6205	RPS11	ribosomal protein S11	0.423	1.903
2217	FCGRT	Fc gamma receptor and transporter	0.959	7.283
51070	NOSIP	nitric oxide synthase interacting protein	0.653	2.616
5639	PRRG2	proline rich and Gla domain 2	1.227	5.851
58506	SCAF1	SR-related CTD associated factor 1	0.352	2.178
3661	IRF3	interferon regulatory factor 3	0.385	2.072
126129	CPT1C	carnitine palmitoyltransferase 1C	-1.363	6.628
84335	AKT1S1	AKT1 substrate 1	0.282	1.329
259307	IL4I1	interleukin 4 induced 1	-0.779	4.043
22809	ATF5	activating transcription factor 5	-0.284	1.359
100616483	MIR4751	microRNA 4751	-0.44	2.842
400709	SIGLEC16	sialic acid binding Ig like lectin 16	-0.55	1.918
51231	VRK3	VRK serine/threonine kinase 3	0.505	4.575
25888	ZNF473	zinc finger protein 473	-0.46	2.074
79784	MYH14	myosin heavy chain 14	1.238	3.669
256236	NAPSB	napsin B aspartic peptidase, pseudogene	0.729	1.689
9476	NAPSA	napsin A aspartic peptidase	0.724	4.359
5424	POLD1	DNA polymerase delta 1, catalytic subunit	0.36	1.613
6689	SPIB	Spi-B transcription factor	2	12.728
4606	MYBPC2	myosin binding protein C2	0.985	3.105
112703	GARIN5A	golgi associated RAB2 interactor 5A	0.644	4.827
284361	EMC10	ER membrane protein complex subunit 10	0.624	4.356
50944	SHANK1	SH3 and multiple ankyrin repeat domains 1	-0.816	2.577
84798	C19orf48	multidrug resistance-related protein	0.52	1.839
3816	KLK1	kallikrein 1	1.492	3.541
55554	KLK15	kallikrein related peptidase 15	1.7	4.143
105372441	LOC105372441	uncharacterized LOC105372441	1.395	3.055
354	KLK3	kallikrein related peptidase 3	1.613	3.309
9622	KLK4	kallikrein related peptidase 4	1.076	1.814
5655	KLK10	kallikrein related peptidase 10	-2.762	10.732
11012	KLK11	kallikrein related peptidase 11	-0.824	1.458
90353	CTU1	cytosolic thiouridylase subunit 1	0.479	1.725
27180	SIGLEC9	sialic acid binding Ig like lectin 9	-1.544	8.077
27036	SIGLEC7	sialic acid binding Ig like lectin 7	-0.687	1.677
284367	SIGLEC17P	sialic acid binding Ig like lectin 17, pseudogene	0.774	2.405
402665	IGLON5	IgLON family member 5	-0.769	1.707
2109	ETFB	electron transfer flavoprotein subunit beta	1.303	6.652
125875	CLDND2	claudin domain containing 2	0.997	4.813
4818	NKG7	natural killer cell granule protein 7	-1.121	4.784
27181	SIGLEC8	sialic acid binding Ig like lectin 8	0.669	1.619
89858	SIGLEC12	sialic acid binding Ig like lectin 12	-0.808	1.614
8778	SIGLEC5	sialic acid binding Ig like lectin 5	-1.458	4.816
100049587	SIGLEC14	sialic acid binding Ig like lectin 14	-1.022	2.192
147650	SPACA6	sperm acrosome associated 6	-0.567	2.195
3036	HAS1	hyaluronan synthase 1	-1.308	2.185
2357	FPR1	formyl peptide receptor 1	-2.959	13.626
2358	FPR2	formyl peptide receptor 2	-3.697	15.473
84765	ZNF577	zinc finger protein 577	0.334	2.186
79898	ZNF613	zinc finger protein 613	0.602	4.896
59348	ZNF350	zinc finger protein 350	0.324	3.093
80110	ZNF614	zinc finger protein 614	-0.36	1.719
112268244	LOC112268244	uncharacterized LOC112268244	-0.463	1.379
162962	ZNF836	zinc finger protein 836	0.334	4.264
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	0.621	4.428
90321	ZNF766	zinc finger protein 766	0.376	8.341
147657	ZNF480	zinc finger protein 480	0.274	2.854
102724105	ZNF528-AS1	ZNF528 antisense RNA 1	0.483	2.465
388558	ZNF808	zinc finger protein 808	0.441	4.126
55762	ZNF701	zinc finger protein 701	0.329	2.708
7696	ZNF137P	zinc finger protein 137, pseudogene	0.602	4.556
162966	ZNF600	zinc finger protein 600	0.583	6.9
162967	ZNF320	zinc finger protein 320	0.655	6.796
388559	ZNF888	zinc finger protein 888	0.953	5.53
100529240	ZNF816-ZNF321P	ZNF816-ZNF321P readthrough	1.265	8.699
399669	ZNF321P	zinc finger protein 321, pseudogene	1.363	8.88
125893	ZNF816	zinc finger protein 816	0.589	4.424
55786	ZNF415	zinc finger protein 415	0.242	1.377
79788	ZNF665	zinc finger protein 665	0.384	3.281
390963	ZNF818P	zinc finger protein 818, pseudogene	0.677	4.475
342926	ZNF677	zinc finger protein 677	-0.49	2.18
107987264	LOC107987264	putative zinc finger protein 137	0.366	3.144
170958	ZNF525	zinc finger protein 525	0.336	2.365
126017	ZNF813	zinc finger protein 813	0.594	6.759
91662	NLRP12	NLR family pyrin domain containing 12	-2.308	6.958
126014	OSCAR	osteoclast associated Ig-like receptor	-1.701	8.455
4696	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	0.819	3.422
102724273	LOC102724273	uncharacterized LOC102724273	-0.419	1.709
79165	LENG1	leukocyte receptor cluster member 1	0.455	2.107
147798	TMC4	transmembrane channel like 4	1.537	7.58
112268246	LOC112268246		1.016	5.408
79143	MBOAT7	membrane bound O-acyltransferase domain containing 7	0.574	4.069
79042	TSEN34	tRNA splicing endonuclease subunit 34	0.284	1.719
6203	RPS9	ribosomal protein S9	0.624	2.653
11025	LILRB3	leukocyte immunoglobulin like receptor B3	-2.248	17.519
79168	LILRA6	leukocyte immunoglobulin like receptor A6	-2.491	16.685
10288	LILRB2	leukocyte immunoglobulin like receptor B2	-1.768	7.177
353514	LILRA5	leukocyte immunoglobulin like receptor A5	-2.837	13.022
104355426	LENG8-AS1	LENG8 antisense RNA 1	0.306	1.714
94059	LENG9	leukocyte receptor cluster member 9	0.89	5.374
148170	CDC42EP5	CDC42 effector protein 5	1.181	3.815
3904	LAIR2	leukocyte associated immunoglobulin like receptor 2	-1.493	4.582
11027	LILRA2	leukocyte immunoglobulin like receptor A2	-2.126	12.958
11024	LILRA1	leukocyte immunoglobulin like receptor A1	-2.115	11.08
10859	LILRB1	leukocyte immunoglobulin like receptor B1	-1.037	3.93
11006	LILRB4	leukocyte immunoglobulin like receptor B4	-1.255	4.216
3805	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	0.889	1.979
2204	FCAR	Fc alpha receptor	-4.025	17.772
199713	NLRP7	NLR family pyrin domain containing 7	-0.872	2.45
107985325	GP6-AS1	GP6 antisense RNA 1	0.893	5.968
112724	RDH13	retinol dehydrogenase 13	0.963	6.84
54869	EPS8L1	EPS8 like 1	0.796	2.504
352909	DNAAF3	dynein axonemal assembly factor 3	-0.505	2.046
5794	PTPRH	protein tyrosine phosphatase receptor type H	1.267	4.319
23640	HSPBP1	HSPA (Hsp70) binding protein 1	0.586	2.286
84446	BRSK1	BR serine/threonine kinase 1	-0.713	3.528
84787	KMT5C	lysine methyltransferase 5C	0.442	1.853
125965	COX6B2	cytochrome c oxidase subunit 6B2	1.916	6.743
284418	GARIN5B	golgi associated RAB2 interactor family member 5B	1.727	5.443
3589	IL11	interleukin 11	-3.616	24.851
388564	TMEM238	transmembrane protein 238	1.485	3.633
6158	RPL28	ribosomal protein L28	0.46	1.509
79763	ISOC2	isochorismatase domain containing 2	0.65	2.13
89887	ZNF628	zinc finger protein 628	0.474	2.277
163033	ZNF579	zinc finger protein 579	0.543	2.41
84922	FIZ1	FLT3 interacting zinc finger 1	0.371	3.007
147807	ZNF524	zinc finger protein 524	0.679	2.99
100507290	ZNF865	zinc finger protein 865	0.367	2.528
147808	ZNF784	zinc finger protein 784	0.976	6.276
51545	ZNF581	zinc finger protein 581	0.381	1.599
29903	CCDC106	coiled-coil domain containing 106	0.376	1.306
29924	EPN1	epsin 1	0.814	5.625
338321	NLRP9	NLR family pyrin domain containing 9	1.154	7.56
126208	ZNF787	zinc finger protein 787	0.64	3.355
55311	ZNF444	zinc finger protein 444	0.595	3.844
147947	ZNF542P	zinc finger protein 542, pseudogene	-0.37	2.193
63934	ZNF667	zinc finger protein 667	-0.846	3.75
100128252	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)	-0.502	1.887
112268241	ZNF470-DT	ZNF470 divergent transcript	0.553	2.714
9422	ZNF264	zinc finger protein 264	-0.212	1.403
390980	ZNF805	zinc finger protein 805	-0.457	3.982
125919	ZNF543	zinc finger protein 543	-0.366	1.622
57343	ZNF304	zinc finger protein 304	-0.471	2.114
7693	ZNF134	zinc finger protein 134	-0.201	1.332
7710	ZNF154	zinc finger protein 154	-0.905	3.709
79818	ZNF552	zinc finger protein 552	0.694	6.414
2282	FKBP1AP1	FKBP prolyl isomerase 1A pseudogene 1	-0.675	3.353
100293516	ZNF587B	zinc finger protein 587B	0.282	2.088
84914	ZNF587	zinc finger protein 587	0.63	4.951
100874260	UBE2CP5	ubiquitin conjugating enzyme E2 C pseudogene 5	0.838	4.672
730051	ZNF814	zinc finger protein 814	0.471	3.137
147686	ZNF418	zinc finger protein 418	-0.497	1.722
147685	C19orf18	chromosome 19 open reading frame 18	0.735	3.69
79673	ZNF329	zinc finger protein 329	0.218	1.909
162968	ZNF497	zinc finger protein 497	0.305	2.004
105372483	ZNF497-AS1	ZNF497 antisense RNA 1	0.947	7.152
116412	ZNF837	zinc finger protein 837	0.767	4.587
105372484	LOC105372484	uncharacterized LOC105372484	1.266	5.014
6193	RPS5	ribosomal protein S5	0.621	2.817
113218487	MIR10394	microRNA 10394	0.733	3.2
388569	ZNF324B	zinc finger protein 324B	0.211	1.406
55663	ZNF446	zinc finger protein 446	0.509	3.369
112268251	LOC112268251	uncharacterized LOC112268251	0.573	2.733
105372485	LOC105372485	uncharacterized LOC105372485	0.438	1.871
84878	ZBTB45	zinc finger and BTB domain containing 45	0.561	3.762
105372486	LOC105372486		0.343	1.68
27243	CHMP2A	charged multivesicular body protein 2A	0.728	3.711
7593	MZF1	myeloid zinc finger 1	0.317	2.274
140680	C20orf96	chromosome 20 open reading frame 96	0.436	2.858
100507459	NRSN2-AS1	NRSN2 antisense RNA 1	0.62	4.293
6666	SOX12	SRY-box transcription factor 12	-0.369	2.668
101929937	LOC101929937	serine/arginine repetitive matrix protein 2-like	-0.379	3.036
80023	NRSN2	neurensin 2	-0.467	3.277
57761	TRIB3	tribbles pseudokinase 3	-0.74	3.467
128637	TBC1D20	TBC1 domain family member 20	-0.152	2.051
1457	CSNK2A1	casein kinase 2 alpha 1	0.143	1.346
6939	TCF15	transcription factor 15	-1.252	4.185
140809	SRXN1	sulfiredoxin 1	-0.436	2.5
107985423	LOC107985423	uncharacterized LOC107985423	-0.951	5.816
113278	SLC52A3	solute carrier family 52 member 3	1.082	6.233
55321	TMEM74B	transmembrane protein 74B	-0.578	1.466
400831	C20orf202	chromosome 20 open reading frame 202	-0.708	2.716
100528031	FKBP1A-SDCBP2	FKBP1A-SDCBP2 readthrough (NMD candidate)	0.753	2.704
27111	SDCBP2	syndecan binding protein 2	1.269	3.924
100507495	SDCBP2-AS1	SDCBP2 antisense RNA 1	-0.416	1.795
2280	FKBP1A	FKBP prolyl isomerase 1A	-0.412	3.629
284759	SIRPB2	signal regulatory protein beta 2	-1.205	3.949
10326	SIRPB1	signal regulatory protein beta 1	-1.619	7.031
140885	SIRPA	signal regulatory protein alpha	-1.035	6.111
7053	TGM3	transglutaminase 3	0.955	2.487
100302138	MIR1292	microRNA 1292	-0.375	1.867
692213	SNORD110	small nucleolar RNA, C/D box 110	-0.47	1.538
677831	SNORA51	small nucleolar RNA, H/ACA box 51	-0.698	1.632
26792	SNORD57	small nucleolar RNA, C/D box 57	-0.583	2.066
3420	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	0.697	5.65
56265	CPXM1	carboxypeptidase X, M14 family member 1	-3.031	24.069
64949	MRPS26	mitochondrial ribosomal protein S26	0.547	2.601
100134015	UBOX5-AS1	UBOX5 antisense RNA 1	0.379	2.705
22888	UBOX5	U-box domain containing 5	0.711	7.651
107985414	LOC107985414	uncharacterized LOC107985414	0.374	1.447
65992	DDRGK1	DDRGK domain containing 1	0.429	2.123
3704	ITPA	inosine triphosphatase	0.434	2.221
83959	SLC4A11	solute carrier family 4 member 11	-1.911	16.454
25943	DNAAF9	dynein axonemal assembly factor 9	-0.67	2.166
116835	HSPA12B	heat shock protein family A (Hsp70) member 12B	-1.248	6.645
1059	CENPB	centromere protein B	0.349	1.454
994	CDC25B	cell division cycle 25B	-0.78	8.867
101929125	LINC01730	long intergenic non-protein coding RNA 1730	-1.182	7.254
57506	MAVS	mitochondrial antiviral signaling protein	0.741	5.358
80025	PANK2	pantothenate kinase 2	-0.41	6.528
11237	RNF24	ring finger protein 24	-1.092	10.635
54498	SMOX	spermine oxidase	-1.604	16.309
5621	PRNP	prion protein	-0.454	1.493
9770	RASSF2	Ras association domain family member 2	-0.678	1.7
107985392	LOC107985392	uncharacterized LOC107985392	-1.026	3.106
9962	SLC23A2	solute carrier family 23 member 2	-0.5	2.247
8760	CDS2	CDP-diacylglycerol synthase 2	-0.281	3.009
56261	GPCPD1	glycerophosphocholine phosphodiesterase 1	-0.555	2.764
149840	SHLD1	shieldin complex subunit 1	0.278	1.454
1114	CHGB	chromogranin B	0.994	2.237
54675	CRLS1	cardiolipin synthase 1	0.449	3.961
164312	LRRN4	leucine rich repeat neuronal 4	0.802	9.716
55612	FERMT1	FERM domain containing kindlin 1	0.624	1.362
650	BMP2	bone morphogenetic protein 2	0.447	1.579
56255	TMX4	thioredoxin related transmembrane protein 4	-0.41	2.543
105372520	TMX4-AS1	TMX4 antisense RNA 1	-1.098	2.644
23236	PLCB1	phospholipase C beta 1	-1.28	5.718
5332	PLCB4	phospholipase C beta 4	0.451	1.691
24141	LAMP5	lysosomal associated membrane protein family member 5	-0.917	2.821
6616	SNAP25	synaptosome associated protein 25	-0.726	1.7
8195	MKKS	MKKS centrosomal shuttling protein	0.482	3.857
182	JAG1	jagged canonical Notch ligand 1	-0.361	1.91
101929395	LINC01752	long intergenic non-protein coding RNA 1752	1.874	6.563
55304	SPTLC3	serine palmitoyltransferase long chain base subunit 3	0.863	9.042
79133	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	0.294	2.387
140733	MACROD2	mono-ADP ribosylhydrolase 2	0.816	6.206
55614	KIF16B	kinesin family member 16B	0.482	2.282
631	BFSP1	beaded filament structural protein 1	-0.463	2.064
105372549	LOC105372549		0.547	1.325
27131	SNX5	sorting nexin 5	0.272	2.811
58495	OVOL2	ovo like zinc finger 2	1.497	4.72
100303755	PET117	PET117 cytochrome c oxidase chaperone	0.498	4.904
57325	KAT14	lysine acetyltransferase 14	0.658	8.955
107987276	LOC107987276		0.42	1.302
51126	NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit	-0.189	1.378
105372553	LOC105372553		-0.534	1.622
3642	INSM1	INSM transcriptional repressor 1	0.989	4.355
22803	XRN2	5'-3' exoribonuclease 2	-0.437	4.367
112268271	LOC112268271	translation initiation factor IF-2	0.816	1.622
4821	NKX2-2	NK2 homeobox 2	1.254	3.812
3170	FOXA2	forkhead box A2	1.022	2.305
7056	THBD	thrombomodulin	-1.399	4.768
22918	CD93	CD93 molecule	-1.842	9.289
64412	GZF1	GDNF inducible zinc finger protein 1	-0.351	2.935
1471	CST3	cystatin C	0.718	3.458
105372578	LINC02967	long intergenic non-protein coding RNA 2967	1.112	4.62
8530	CST7	cystatin F	-1.383	6.315
955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6	0.824	5.172
105372579	LOC105372579	uncharacterized LOC105372579	1.346	7.609
5834	PYGB	glycogen phosphorylase B	0.978	5.805
26090	ABHD12	abhydrolase domain containing 12, lysophospholipase	0.393	2.38
22981	NINL	ninein like	-0.403	1.965
140838	NANP	N-acetylneuraminic acid phosphatase	-0.308	3.188
102724826	ZNF337-AS1	ZNF337 antisense RNA 1	0.215	1.706
105372582	LOC105372582	uncharacterized LOC105372582	0.7	3.554
107985433	LOC107985433	putative uncharacterized protein LOC401522	0.708	1.361
284802	FRG1BP	FSHD region gene 1 family member B, pseudogene	0.283	1.784
28954	REM1	RRAD and GEM like GTPase 1	-1.496	7.812
81502	HM13	histocompatibility minor 13	-0.53	3.395
100874042	HM13-AS1	HM13 antisense RNA 1	-0.63	4.453
105372588	LOC105372588	uncharacterized LOC105372588	0.669	1.45
3397	ID1	inhibitor of DNA binding 1	1.027	4.492
84701	COX4I2	cytochrome c oxidase subunit 4I2	-1.055	2.678
598	BCL2L1	BCL2 like 1	-0.264	1.934
103021294	ABALON	apoptotic BCL2L1-antisense long non-coding RNA	-0.573	4.787
2307	FOXS1	forkhead box S1	-1.859	10.274
164395	TTLL9	tubulin tyrosine ligase like 9	-0.527	1.454
81572	PDRG1	p53 and DNA damage regulated 1	0.33	1.474
140706	CCM2L	CCM2 like scaffold protein	-0.964	4.562
3055	HCK	HCK proto-oncogene, Src family tyrosine kinase	-1.324	6.383
5326	PLAGL2	PLAG1 like zinc finger 2	0.344	2.399
23509	POFUT1	protein O-fucosyltransferase 1	0.528	6.061
100302183	MIR1825	microRNA 1825	0.671	5.148
171023	ASXL1	ASXL transcriptional regulator 1	-0.682	5.876
140688	NOL4L	nucleolar protein 4 like	0.467	3.263
